review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_sentiment
Unknown,General,Anonymous,,"3. Delta Airlines provided an on-time departure and arrival. The plane was relatively clean, and the in-flight entertainment was good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,11. The Southwest Airlines flight from Dallas to Houston was middle-of-the-road. The boarding process was smooth and the flight was on schedule.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,10. Airline G had a good range of in-flight movies. The food could use some improvement though.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""Airline O's baggage claim process was quick and efficient, reducing waiting time.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. The flight with Japan Airlines was decent. The boarding was smooth and the seats were comfortable, however, the in-flight entertainment was in Japanese only.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""Flight with Airline P had a smooth check-in process. The flight was on time, but the in-flight entertainment could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. ""Airline E had a smooth boarding process. The flight was a bit crowded, but the staff managed it well.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Emirates offers a good in-flight entertainment system. The food could be better, but it's fine for an airline meal.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. My trip with British Airways was generally good. The seats were clean and comfortable, but the in-flight WiFi was slow.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""Etihad Airways offers a decent service. The seats in economy were a bit cramped, but the flight itself was smooth.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. The flight with Virgin Atlantic was okay. The cabin crew was friendly, but the seats were a bit cramped and the in-flight entertainment selection could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The service on Turkish Airlines was reliable. The flight was on time, and the in-flight entertainment was good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. ""The flight with Airline L was on schedule. The cabin crew was friendly, but the legroom was a bit tight.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,5. Airline B's flight was punctual and the boarding process was well organized. The in-flight meal was not exceptional but was satisfactory.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""Aeromexico's flight was on time and the boarding process was smooth. The legroom could be better.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. Emirates offered a good selection of in-flight entertainment. The food was typical airplane fare, nothing exceptional.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,2. Airline Y had friendly staff and clean planes. The food was average for airline fare.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""American Airlines provided a smooth flight. The crew was professional, but the food was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. United Airlines offered a smooth check-in process. The in-flight meal was okay, nothing extraordinary.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""Ryanair delivered a smooth flight with no delays. The food options were limited, but the flight was short.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,19. The experience with Virgin Atlantic was decent. The flight was on time and the in-flight entertainment was good.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. ""My Air Canada flight was average. The check-in process was smooth and the flight was on time.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,12. The flight with Qantas was as expected. The cabin crew was professional and the in-flight entertainment was good.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,14. Qantas provided a smooth flight with no significant turbulence. The crew was competent and the facilities were clean.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. Ryanair is a budget-friendly option. The service was adequate considering the price, but the seats were not very comfortable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. The Air France journey was smooth, the food was decent for airline food and the cabin crew was professional.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""The flight with Airline Z was smooth and the cabin was clean. The in-flight entertainment could use an update though.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""Virgin Atlantic provides a comfortable in-flight experience. The food is average, but the service is good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,1. The flight was on time with Delta Airlines. The crew was friendly and the seats were satisfactory.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""Air France's flight was on time, which is always a good start. The in-flight service was unremarkable but efficient.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,6. I flew with Turkish Airlines. The cabin crew was courteous and the flight was smooth. The food was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""I took a flight with Delta Airlines last week. The boarding process was smooth, and the seats were standard for economy class.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. Airline Z's service was as expected. The seats were a bit tight, but otherwise, the journey was smooth.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. Air India: The flight was on schedule and the check-in process was smooth, but the food was just okay.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""The British Airways flight was acceptable. The in-flight entertainment was good, but the legroom was a bit limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Airline M provided a regular service. The check-in process was smooth and the flight was fairly comfortable.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""Turkish Airlines has a user-friendly website for booking, but the in-flight food lacks variety.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. Virgin Atlantic's flight was smooth, the staff was courteous but the in-flight entertainment could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. Airline B's in-flight entertainment had a good variety, but the headphones provided were of average quality.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,2. The service on United Airlines was as expected. The food was average and the in-flight entertainment had a good variety.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. Delta Air Lines provided a good service, their in-flight Wi-Fi was a nice touch but it was a bit slow at times.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. Flew with Air Canada recently. The check-in process was smooth, but the in-flight entertainment options were somewhat limited.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,20. Flew with Airline Q recently. The boarding process was smooth and the in-flight entertainment was decent.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,10. The staff on Airline G was courteous. The airplane itself was a bit outdated but the flight went smoothly.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. ""The flight with Southwest Airlines was okay. The check-in process was smooth and the flight departed on time.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Airline Z offered a smooth check-in process. The flight departed on time, but the in-flight entertainment was limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,14. My trip on Air France was typical. The flight was on time and the crew was friendly.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. ""Airline N's service was standard, with a smooth check-in and on-time departure. The inflight entertainment was quite limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. Air Canada's flight was typical. Seats were comfortable enough, and the in-flight entertainment was reasonably good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""Cathay Pacific provided a decent service. The in-flight entertainment was good, but the meals were just average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. My flight with Airline S was generally good. The boarding process was efficient, but the in-flight entertainment options were limited.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. Turkish Airlines provided an okay service, the flight was smooth but the food could have been better.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Airline Z offered a smooth check-in process. The flight was a bit delayed, but overall it was okay.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. ""Turkish Airlines provided a smooth flight from Istanbul to New York. The seats were comfortable, but the food was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. My Qantas flight was acceptable. The aircraft was a bit older, but the crew made the journey pleasant enough.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"14. ""The flight with Turkish Airlines was smooth and on time. The meals were typical airline food, nothing exceptional.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. The flight with Airline L was decent. The check-in process was smooth, but the in-flight entertainment options were limited.",,,,,,Neutral,synthetic,Generated,Positive
