review_name,review_type,passenger_name,review_date,review_text,overall_sentiment,staff,facilities,cleanliness,transport,pricing,staff_sentiment,facilities_sentiment,cleanliness_sentiment,transport_sentiment,pricing_sentiment,efficiency,staff_checkin,facilities_wifi,airline_experience,efficiency_sentiment,staff_checkin_sentiment,facilities_wifi_sentiment,airline_experience_sentiment,comfort,customer_service,comfort_sentiment,customer_service_sentiment,staff_security,staff_security_sentiment
Blue Panorama Airlines,airline,D mealen,2019-07-08,Santorini to Rome Worst experience Ive had what a money grab was early to the airport after checking in online and my flight was delayed and then I finally was ready to board and they made me go back through security just to change my name because you have to pay to put your middle name on your ticket so I almost missed my flight and had to pay  euros to change my name Absolutely ridiculous will never fly with blue panorama again This is a money grab,negative,,,,,,,,,,,2.0,1.0,,3.0,0.0,0.0,,-2.0,,,,,1.0,0.0
Vienna,airport,D Barlon,2024-09-02,The worst airport and the most confusing one I used for transfer The layout is really bad and signage so confusing When we came out of an airplane to transit and catch another airplane we had to go again thru security and we had to discard the water we had The worst thing is they know about this issue and dont do anything about it as this has happened before  The lounges are so far away you just dont bother,negative,,1.0,,3.0,,,0.0,,-0.5,,1.0,,1.0,,-0.5,,0.0,,,,,,1.0,0.0
Madrid Barajas,airport,P Mitchell,2024-11-18,Sorry but this airport is such a joke It is old dirty chaotic there are barely any seats or lounge areas This just cant be an airport of Madrid  capital of Spain Such a shame,negative,,2.0,1.0,,,,-1.0,-2.0,,,,,1.0,1.0,,,-1.0,0.0,,,,,,
Air Cairo,airline,S Keale,2023-04-29,Worst airline experience Ive ever had Ruined my last day in Egypt Spent a total of  hours in airport due to delays then when arrived in Cairo baggage was also delayed  Aircraft dirty seats uncomfortable I booked a tour and this was the flight they sent me on Never book with this airline It will ruin your holiday,negative,,,1.0,,,,,-2.0,,,2.0,1.0,,4.0,0.0,0.0,,-2.0,1.0,,0.0,,,
Cincinnati,airport,M Kemp,2019-05-21,Horrible time waiting for valupark Busses were non existent When they did come they packed us in like sardines They claimed it was due to construction but I had seen  fast pass busses before I had seen  valupark bus Then when I inquired upon if they had any extra busses with a airport employee He stated it was due to work being done Next time go with fast pass if you dont want to wait,negative,1.0,,,1.0,,0.0,,,0.0,,3.0,1.0,,,-1.0,-1.0,,,,,,,,
Phuket,airport,E Harudin,2025-04-03,Very disappointing experience at Phuket Airport Our flight was delayed with barely any updates or explanations  The airport was overcrowded chaotic and poorly managed Security clearance was disorganized and stressful At one point we were kept on the shuttle bus for almost an hour with no communication at all  it felt like no one knew what was going on Overall the experience was frustrating Phuket is a beautiful destination but the airport needs serious improvements in both service and infrastructure,negative,,,,2.0,,,,,0.0,,1.0,,,2.0,0.0,,,-2.5,1.0,,0.0,,1.0,-1.0
Detroit,airport,Joe Alexander,2023-04-02,After arrival the departure roads were completely backed up so no shuttles could get in Didnt matter because my family has been waiting over  hours for our baggage Still waiting This airport is horrible,negative,,,,1.0,,,,,0.0,,1.0,1.0,,,0.0,0.0,,,,,,,,
Cincinnati,airport,M Kemp,2019-05-21,Horrible time waiting for valupark Busses were non existent When they did come they packed us in like sardines They claimed it was due to construction but I had seen  fast pass busses before I had seen  valupark bus Then when I inquired upon if they had any extra busses with a airport employee He stated it was due to work being done Next time go with fast pass if you dont want to wait,negative,1.0,,,1.0,,0.0,,,0.0,,3.0,1.0,,,-1.0,-1.0,,,,,,,,
Air Canada,airline,Gursewak Dhaliwal,2025-02-18,This is one of the worst airlines They have zero customer service They charge full ticket prices for children but dont provide food or milk for babies I have previously flown with Emirates Qatar Airways and Etihad where they provide everything you need with a smile In the past  years this is my second time flying with Air Canada and I will never fly with them again They also delay flights without a valid reason and only provide a  voucher for food if the delay exceeds five hours,negative,,1.0,,,1.0,,0.0,,,0.0,4.0,2.0,,2.0,0.0,-1.0,,0.0,,1.0,,0.0,,
Reno-tahoe,airport,Tracee Lorens,2023-01-02,The personnel are rude everywherefrom check in areas to security to everyone except janitorial The management must be terrible for it to be so pervasive Very slow day at airport so its not overwork issues Example At head of security line signs tell you to await next green light Then agents yell for  minutes I saw what do you think my arms that long or hurry upwhen their lights are red Which federal rule do you break Should you be harangued and abused just because youre politely following signage,negative,1.0,1.0,,1.0,,-1.0,0.0,,0.0,,3.0,2.0,,,-0.5,0.0,,,,,,,1.0,-1.0
Calgary,airport,Sally Wright,2023-06-09,Brutal security lines  super long and not moving Projected time half hour but already been waiting that long What is the issue It was never this bad before Do better,negative,,,,,,,,,,,3.0,2.0,,,0.0,0.0,,,,,,,1.0,0.0
Mango Airlines,airline,N Laws,2021-06-01,Worst airline ever We had a  hour delay without any warning Terrible service worst experience ever They offered no compensation and no explanation as to why there is a six hour delay,negative,,,,,,,,,,,2.0,1.0,,,-2.0,0.0,,,,,,,,
Bangkok Airways,airline,H Steikel,2024-04-05,Bangkok Airways was delayed over  hour on flight PG Due to the delay I missed my ferry Bangkok Airways refuses any compensation,negative,,,,,,,,,,,1.0,,,2.0,0.0,,,-2.0,,,,,,
Ontario,airport,Victoria Norwich,2022-12-15,Its inconceivable that ONT International airport has to delay flight until the sun melts the ice off wings of planes Frontier Airlines should have left at  am and they could not de ice their plane ruining everyones connections Still sitting waiting for the sun to rise and maybe melt ice despite temperature will be the same at  am Incompetent and typical for California,negative,,,,1.0,,,,,0.0,,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,-1.0,,,
Auckland,airport,S Walton,2024-12-10,Auckland airport is third world grade seriously poor experience  departing from gate  with less than half required seats over  people standing in the small gate area after gate  was closed for an American bound flight Ive been to better equipped airports in India Kiwis should be embarrassed by this horrendous airport but then again the Air New Zealand lounge is just as bad so seems to be a theme throughout this airport,negative,,3.0,,,,,-1.0,,,,,,1.0,2.0,,,-0.5,0.0,,,,,,
Luxair,airline,N Girrin,2024-03-22,Luxair   very poor quality of service  I paid for an upfront seat and even though I made the checkin and had the seat assigned together with my husband it was changed by hazard by the system  minutes before flying The staff was rude without offering any solution saying that if I do not accept the seat I cannot travel Bad experience and rude attitude not a recommended airline,negative,1.0,,,,,-1.0,,,,,1.0,1.0,,1.0,0.0,0.0,,0.0,,1.0,,-1.0,,
Denver,airport,H Oatman,2024-12-21,Layout is horrible and constantly under construction You cannot walk to most gates from the terminal  have to wait and take a train And on top of that checked bags take  minute to travel from airplane to chat claim area Just a horrible place to spend your travel dollars  go anywhere else if you can avoid it,negative,,3.0,,1.0,,,-1.0,,0.0,,1.0,,,,0.0,,,,,,,,,
Brindisi,airport,S Garmisi,2024-05-27,Sorry for the airport terrible experience they dont let you through with water I had a bottle with a medicine that I have to drink and I had to return to the bathroom and throw it away Bathroom were dirty no soap To wash Nowhere to seat at the gate and long long lines to buy expensive water   for a half a liter,negative,,2.0,1.0,,1.0,,-1.0,-1.0,,0.0,1.0,1.0,,1.0,0.0,0.0,,-1.0,1.0,,-1.0,,,
ASKY Airlines,airline,Adwoa Konadu,2022-12-13,This is by far the worst experience I have ever had with an airline I made a transit from Lome to Accra Dirty old plane I was afraid to touch anything onboard Got to Accra and all  of my luggages were missing  came two days later and now with over a week of going to the airport everyday to check my last luggage is still missing The company doesnt have anything on their site to report this The airline service desk at the airport was no help at all Still havent heard from them,negative,,,1.0,1.0,,,,-1.0,-1.0,,1.0,3.0,,,0.0,0.0,,,,1.0,,0.0,,
Phoenix Sky Harbor,airport,V Mailen,2025-01-11,This is the worst airport I have ever traveled in the world When you are in terminal  there are no signs to get to the sky traxs to terminal  I must have had to stop to ask  people only four knew how to get there Most of the people were very rude Also with having CLEAR they put us in regular TSA security lines,negative,,1.0,,,,,0.0,,,,1.0,1.0,,,0.0,0.0,,,,,,,1.0,0.0
Rome Fiumicino,airport,Gerdi Papa,2024-07-15,Arrived at  from Tirana Flight from Tirana took  minutes approximately Been waiting at passport control for  minutes where out of  control booths only  work Horrible airport who looks like it tries to be completely irritating to travelers,negative,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,,0.0,,,,,2.0,0.0
Hanoi,airport,P Hoang,2024-02-22,Frequent user of the services at Noi Bai airport here its one of the worst designed and managed airports in SE Asia No signage to get you from domestic to international Airport bus to the city takes roughly  mins to depart Food at gates are expensive and taste bad Restrooms hard to find Immigration customs occasionally ask you for tips upon arrival Avoid if you can,negative,,3.0,,1.0,1.0,,-0.5,,0.0,-0.5,,,,,,,,,2.0,,0.0,,,
Maastricht Aachen,airport,G Gossen,2022-06-21,There is no smoking area in the airport and very little waiting room space If your plane gets delayed as it happens to me and you smoke  you are stuck Personnel here not going to help you anyhow they will just be sorry for the inconvenience and smile Also you cant buy any normal food here just some bread with cheese People working here extremely slowly while having just  planes in the day Horrible experience,negative,1.0,3.0,,,,0.0,-1.0,,,,4.0,2.0,,1.0,0.0,-1.0,,-1.0,1.0,,-1.0,,,
Gol Transportes Aéreos,airline,R Lacerda,2023-06-17,The app is terrible Change seats or upgrade your flight its almost impossible If you have another option in Brazil Never fly with them You need to try  or  times to complete your check in online,negative,,,,,,,,,,,2.0,1.0,,2.0,0.0,0.0,,-1.0,,,,,,
Phuket,airport,E Harudin,2025-04-03,Very disappointing experience at Phuket Airport Our flight was delayed with barely any updates or explanations  The airport was overcrowded chaotic and poorly managed Security clearance was disorganized and stressful At one point we were kept on the shuttle bus for almost an hour with no communication at all  it felt like no one knew what was going on Overall the experience was frustrating Phuket is a beautiful destination but the airport needs serious improvements in both service and infrastructure,negative,,,,2.0,,,,,0.0,,1.0,,,2.0,0.0,,,-2.5,1.0,,0.0,,1.0,-1.0
VietJet Air,airline,B Bard,2025-04-02,Awful service Delayed for  hours and no information offered Left standing at the gate with no details or staff to advise what was happening Such poor service And this is not the first time I have never had a smooth experience with this awful airline Every time I have booked with them there has been an issue,negative,1.0,1.0,,,,-0.5,0.0,,,,3.0,1.0,,1.0,0.0,0.0,,-2.0,,,,,,
Seville,airport,Neville David Thomas,2025-02-08,The main pro of flying out of Sevilla Airport is that it is a small airport and close to the city center The main con is that it is a dirty airport  toilets are shockingly neglected,negative,,1.0,1.0,,,,0.0,-1.0,,,,,,,,,,,1.0,,0.0,,,
Havana,airport,Peter Duncan,2019-02-12,Floor was filthy Toilets were dirty with no seats Doors did not close or lock No soap or towels were supplied Attendants tried to charge  Bank did not have pounds and money cant be changed outside of Cuba Bank wouldnt pay into bank account Overall they couldnt care less Not enough seats,negative,,1.0,2.0,1.0,,,0.0,-2.0,0.0,,,1.0,,1.0,,0.0,,0.0,1.0,,0.0,,,
Bourgas,airport,P Spencer,2019-06-30,Terrible every step of the way Arrivals was a complete shambles with no queues marked out and a free for all at the gates Departure was equally bad with over an hour queue getting through security etc  the airport is completely overwhelmed by numbers and cannot organise a thing,negative,,1.0,,,,,0.0,,,,1.0,1.0,,,-0.5,-0.5,,,,,,,1.0,0.0
